Project,Era,SampleYear,Region,RegionAbbr,AR_Complex,AR_Complex_abbr,Site,SampleDate,DiveReplicate,DepthZone,Transect,BenthicReefSpecies,SpeciesGroupF,Abundance,area.m2
VRG 2016,Pre-Construction,2016,Palos Verdes,PV,Palos Verdes,PV,3 Palms East,21-Oct-2016,1,Inner,3 Palms East 21-Oct-2016 Swath Inner 1,Muricea fruticosa,gorgonians,0,60
VRG 2016,Pre-Construction,2016,Palos Verdes,PV,Palos Verdes,PV,3 Palms East,21-Oct-2016,1,Middle,3 Palms East 21-Oct-2016 Swath Middle 1,Eugorgia rubens,gorgonians,0,60
VRG 2016,Pre-Construction,2016,Palos Verdes,PV,Palos Verdes,PV,3 Palms East,21-Oct-2016,1,Middle,3 Palms East 21-Oct-2016 Swath Middle 1,Leptogorgia alba,gorgonians,0,60
VRG 2016,Pre-Construction,2016,Palos Verdes,PV,Palos Verdes,PV,3 Palms East,21-Oct-2016,1,Middle,3 Palms East 21-Oct-2016 Swath Middle 1,Leptogorgia chilensis,gorgonians,0,60
VRG 2016,Pre-Construction,2016,Palos Verdes,PV,Palos Verdes,PV,3 Palms East,21-Oct-2016,1,Middle,3 Palms East 21-Oct-2016 Swath Middle 1,Muricea californica,gorgonians,0,60
VRG 2016,Pre-Construction,2016,Palos Verdes,PV,Palos Verdes,PV,3 Palms East,21-Oct-2016,1,Middle,3 Palms East 21-Oct-2016 Swath Middle 1,Muricea fruticosa,gorgonians,0,60
VRG 2016,Pre-Construction,2016,Palos Verdes,PV,Palos Verdes,PV,3 Palms East,21-Oct-2016,2,Inner,3 Palms East 21-Oct-2016 Swath Inner 2,Eugorgia rubens,gorgonians,0,60
VRG 2016,Pre-Construction,2016,Palos Verdes,PV,Palos Verdes,PV,3 Palms East,21-Oct-2016,2,Inner,3 Palms East 21-Oct-2016 Swath Inner 2,Leptogorgia alba,gorgonians,0,60
VRG 2016,Pre-Construction,2016,Palos Verdes,PV,Palos Verdes,PV,3 Palms East,21-Oct-2016,2,Inner,3 Palms East 21-Oct-2016 Swath Inner 2,Leptogorgia chilensis,gorgonians,0,60
VRG 2016,Pre-Construction,2016,Palos Verdes,PV,Palos Verdes,PV,3 Palms East,21-Oct-2016,2,Inner,3 Palms East 21-Oct-2016 Swath Inner 2,Muricea californica,gorgonians,0,60
VRG 2016,Pre-Construction,2016,Palos Verdes,PV,Palos Verdes,PV,3 Palms East,21-Oct-2016,2,Inner,3 Palms East 21-Oct-2016 Swath Inner 2,Muricea fruticosa,gorgonians,0,60
VRG 2016,Pre-Construction,2016,Palos Verdes,PV,Palos Verdes,PV,3 Palms East,21-Oct-2016,2,Middle,3 Palms East 21-Oct-2016 Swath Middle 2,Eugorgia rubens,gorgonians,0,60
VRG 2016,Pre-Construction,2016,Palos Verdes,PV,Palos Verdes,PV,3 Palms East,21-Oct-2016,2,Middle,3 Palms East 21-Oct-2016 Swath Middle 2,Leptogorgia alba,gorgonians,0,60
VRG 2016,Pre-Construction,2016,Palos Verdes,PV,Palos Verdes,PV,3 Palms East,21-Oct-2016,2,Middle,3 Palms East 21-Oct-2016 Swath Middle 2,Leptogorgia chilensis,gorgonians,0,60
VRG 2016,Pre-Construction,2016,Palos Verdes,PV,Palos Verdes,PV,3 Palms East,21-Oct-2016,2,Middle,3 Palms East 21-Oct-2016 Swath Middle 2,Muricea californica,gorgonians,0,60
VRG 2016,Pre-Construction,2016,Palos Verdes,PV,Palos Verdes,PV,3 Palms East,21-Oct-2016,2,Middle,3 Palms East 21-Oct-2016 Swath Middle 2,Muricea fruticosa,gorgonians,0,60
VRG 2016,Pre-Construction,2016,Palos Verdes,PV,Palos Verdes,PV,Whites Point,10-Jun-2016,1,Inner,Whites Point 10-Jun-2016 Swath Inner 1,Eugorgia rubens,gorgonians,0,60
VRG 2016,Pre-Construction,2016,Palos Verdes,PV,Palos Verdes,PV,Whites Point,10-Jun-2016,1,Inner,Whites Point 10-Jun-2016 Swath Inner 1,Leptogorgia alba,gorgonians,0,60
VRG 2016,Pre-Construction,2016,Palos Verdes,PV,Palos Verdes,PV,Whites Point,10-Jun-2016,1,Inner,Whites Point 10-Jun-2016 Swath Inner 1,Leptogorgia chilensis,gorgonians,0,60
VRG 2016,Pre-Construction,2016,Palos Verdes,PV,Palos Verdes,PV,Whites Point,10-Jun-2016,1,Inner,Whites Point 10-Jun-2016 Swath Inner 1,Muricea californica,gorgonians,0,60
VRG 2016,Pre-Construction,2016,Palos Verdes,PV,Palos Verdes,PV,Whites Point,10-Jun-2016,1,Inner,Whites Point 10-Jun-2016 Swath Inner 1,Muricea fruticosa,gorgonians,0,60
VRG 2016,Pre-Construction,2016,Palos Verdes,PV,Palos Verdes,PV,Whites Point,10-Jun-2016,2,Inner,Whites Point 10-Jun-2016 Swath Inner 2,Eugorgia rubens,gorgonians,0,60
VRG 2016,Pre-Construction,2016,Palos Verdes,PV,Palos Verdes,PV,Whites Point,10-Jun-2016,2,Inner,Whites Point 10-Jun-2016 Swath Inner 2,Leptogorgia alba,gorgonians,0,60
VRG 2016,Pre-Construction,2016,Palos Verdes,PV,Palos Verdes,PV,Whites Point,10-Jun-2016,2,Inner,Whites Point 10-Jun-2016 Swath Inner 2,Leptogorgia chilensis,gorgonians,0,60
VRG 2016,Pre-Construction,2016,Palos Verdes,PV,Palos Verdes,PV,Whites Point,10-Jun-2016,2,Inner,Whites Point 10-Jun-2016 Swath Inner 2,Muricea californica,gorgonians,7,60
VRG 2016,Pre-Construction,2016,Palos Verdes,PV,Palos Verdes,PV,Whites Point,10-Jun-2016,2,Inner,Whites Point 10-Jun-2016 Swath Inner 2,Muricea fruticosa,gorgonians,0,60
VRG 2016,Pre-Construction,2016,Palos Verdes,PV,Palos Verdes,PV,Whites Point,24-May-2016,1,Middle,Whites Point 24-May-2016 Swath Middle 1,Eugorgia rubens,gorgonians,0,60
VRG 2016,Pre-Construction,2016,Palos Verdes,PV,Palos Verdes,PV,Whites Point,24-May-2016,1,Middle,Whites Point 24-May-2016 Swath Middle 1,Leptogorgia alba,gorgonians,0,60
VRG 2016,Pre-Construction,2016,Palos Verdes,PV,Palos Verdes,PV,Whites Point,24-May-2016,1,Middle,Whites Point 24-May-2016 Swath Middle 1,Leptogorgia chilensis,gorgonians,0,60
VRG 2016,Pre-Construction,2016,Palos Verdes,PV,Palos Verdes,PV,Whites Point,24-May-2016,1,Middle,Whites Point 24-May-2016 Swath Middle 1,Muricea californica,gorgonians,14,60
VRG 2016,Pre-Construction,2016,Palos Verdes,PV,Palos Verdes,PV,Whites Point,24-May-2016,1,Middle,Whites Point 24-May-2016 Swath Middle 1,Muricea fruticosa,gorgonians,0,60
VRG 2016,Pre-Construction,2016,Palos Verdes,PV,Palos Verdes,PV,Whites Point,24-May-2016,1,Outer,Whites Point 24-May-2016 Swath Outer 1,Eugorgia rubens,gorgonians,0,60
VRG 2016,Pre-Construction,2016,Palos Verdes,PV,Palos Verdes,PV,Whites Point,24-May-2016,1,Outer,Whites Point 24-May-2016 Swath Outer 1,Leptogorgia alba,gorgonians,0,60
VRG 2016,Pre-Construction,2016,Palos Verdes,PV,Palos Verdes,PV,Whites Point,24-May-2016,1,Outer,Whites Point 24-May-2016 Swath Outer 1,Leptogorgia chilensis,gorgonians,0,60
VRG 2016,Pre-Construction,2016,Palos Verdes,PV,Palos Verdes,PV,Whites Point,24-May-2016,1,Outer,Whites Point 24-May-2016 Swath Outer 1,Muricea californica,gorgonians,11,60
VRG 2016,Pre-Construction,2016,Palos Verdes,PV,Palos Verdes,PV,Whites Point,24-May-2016,1,Outer,Whites Point 24-May-2016 Swath Outer 1,Muricea fruticosa,gorgonians,0,60
VRG 2016,Pre-Construction,2016,Palos Verdes,PV,Palos Verdes,PV,Whites Point,24-May-2016,2,Middle,Whites Point 24-May-2016 Swath Middle 2,Eugorgia rubens,gorgonians,0,60
VRG 2016,Pre-Construction,2016,Palos Verdes,PV,Palos Verdes,PV,Whites Point,24-May-2016,2,Middle,Whites Point 24-May-2016 Swath Middle 2,Leptogorgia alba,gorgonians,0,60
VRG 2016,Pre-Construction,2016,Palos Verdes,PV,Palos Verdes,PV,Whites Point,24-May-2016,2,Middle,Whites Point 24-May-2016 Swath Middle 2,Leptogorgia chilensis,gorgonians,0,60
VRG 2016,Pre-Construction,2016,Palos Verdes,PV,Palos Verdes,PV,Whites Point,24-May-2016,2,Middle,Whites Point 24-May-2016 Swath Middle 2,Muricea californica,gorgonians,17,60
VRG 2016,Pre-Construction,2016,Palos Verdes,PV,Palos Verdes,PV,Whites Point,24-May-2016,2,Middle,Whites Point 24-May-2016 Swath Middle 2,Muricea fruticosa,gorgonians,0,60
VRG 2016,Pre-Construction,2016,Palos Verdes,PV,Palos Verdes,PV,Whites Point,24-May-2016,2,Outer,Whites Point 24-May-2016 Swath Outer 2,Eugorgia rubens,gorgonians,0,60
VRG 2016,Pre-Construction,2016,Palos Verdes,PV,Palos Verdes,PV,Whites Point,24-May-2016,2,Outer,Whites Point 24-May-2016 Swath Outer 2,Leptogorgia alba,gorgonians,0,60
VRG 2016,Pre-Construction,2016,Palos Verdes,PV,Palos Verdes,PV,Whites Point,24-May-2016,2,Outer,Whites Point 24-May-2016 Swath Outer 2,Leptogorgia chilensis,gorgonians,0,60
VRG 2016,Pre-Construction,2016,Palos Verdes,PV,Palos Verdes,PV,Whites Point,24-May-2016,2,Outer,Whites Point 24-May-2016 Swath Outer 2,Muricea californica,gorgonians,9,60
VRG 2016,Pre-Construction,2016,Palos Verdes,PV,Palos Verdes,PV,Whites Point,24-May-2016,2,Outer,Whites Point 24-May-2016 Swath Outer 2,Muricea fruticosa,gorgonians,0,60
VRG 2016,Pre-Construction,2016,Palos Verdes,PV,Palos Verdes,PV,Cairns,02-Sep-2016,1,Inner,Cairns 02-Sep-2016 Swath Inner 1,Eugorgia rubens,gorgonians,0,60
VRG 2016,Pre-Construction,2016,Palos Verdes,PV,Palos Verdes,PV,Cairns,02-Sep-2016,1,Inner,Cairns 02-Sep-2016 Swath Inner 1,Leptogorgia alba,gorgonians,0,60
VRG 2016,Pre-Construction,2016,Palos Verdes,PV,Palos Verdes,PV,Cairns,02-Sep-2016,1,Inner,Cairns 02-Sep-2016 Swath Inner 1,Leptogorgia chilensis,gorgonians,0,60
VRG 2016,Pre-Construction,2016,Palos Verdes,PV,Palos Verdes,PV,Cairns,02-Sep-2016,1,Inner,Cairns 02-Sep-2016 Swath Inner 1,Muricea californica,gorgonians,0,60
VRG 2016,Pre-Construction,2016,Palos Verdes,PV,Palos Verdes,PV,Cairns,02-Sep-2016,1,Inner,Cairns 02-Sep-2016 Swath Inner 1,Muricea fruticosa,gorgonians,0,60
VRG 2016,Pre-Construction,2016,Palos Verdes,PV,Palos Verdes,PV,Cairns,02-Sep-2016,1,Middle,Cairns 02-Sep-2016 Swath Middle 1,Eugorgia rubens,gorgonians,0,60
VRG 2016,Pre-Construction,2016,Palos Verdes,PV,Palos Verdes,PV,Cairns,02-Sep-2016,1,Middle,Cairns 02-Sep-2016 Swath Middle 1,Leptogorgia alba,gorgonians,0,60
VRG 2016,Pre-Construction,2016,Palos Verdes,PV,Palos Verdes,PV,Cairns,02-Sep-2016,1,Middle,Cairns 02-Sep-2016 Swath Middle 1,Leptogorgia chilensis,gorgonians,0,60
VRG 2016,Pre-Construction,2016,Palos Verdes,PV,Palos Verdes,PV,Cairns,02-Sep-2016,1,Middle,Cairns 02-Sep-2016 Swath Middle 1,Muricea californica,gorgonians,0,60
VRG 2016,Pre-Construction,2016,Palos Verdes,PV,Palos Verdes,PV,Cairns,02-Sep-2016,1,Middle,Cairns 02-Sep-2016 Swath Middle 1,Muricea fruticosa,gorgonians,0,60
VRG 2016,Pre-Construction,2016,Palos Verdes,PV,Palos Verdes,PV,Cairns,02-Sep-2016,1,Outer,Cairns 02-Sep-2016 Swath Outer 1,Eugorgia rubens,gorgonians,0,60
VRG 2016,Pre-Construction,2016,Palos Verdes,PV,Palos Verdes,PV,Cairns,02-Sep-2016,1,Outer,Cairns 02-Sep-2016 Swath Outer 1,Leptogorgia alba,gorgonians,0,60
VRG 2016,Pre-Construction,2016,Palos Verdes,PV,Palos Verdes,PV,Cairns,02-Sep-2016,1,Outer,Cairns 02-Sep-2016 Swath Outer 1,Leptogorgia chilensis,gorgonians,0,60
VRG 2016,Pre-Construction,2016,Palos Verdes,PV,Palos Verdes,PV,Cairns,02-Sep-2016,1,Outer,Cairns 02-Sep-2016 Swath Outer 1,Muricea californica,gorgonians,28,60
VRG 2016,Pre-Construction,2016,Palos Verdes,PV,Palos Verdes,PV,Cairns,02-Sep-2016,1,Outer,Cairns 02-Sep-2016 Swath Outer 1,Muricea fruticosa,gorgonians,0,60
VRG 2016,Pre-Construction,2016,Palos Verdes,PV,Palos Verdes,PV,Cairns,02-Sep-2016,2,Inner,Cairns 02-Sep-2016 Swath Inner 2,Eugorgia rubens,gorgonians,0,60
VRG 2016,Pre-Construction,2016,Palos Verdes,PV,Palos Verdes,PV,Cairns,02-Sep-2016,2,Inner,Cairns 02-Sep-2016 Swath Inner 2,Leptogorgia alba,gorgonians,0,60
VRG 2016,Pre-Construction,2016,Palos Verdes,PV,Palos Verdes,PV,Cairns,02-Sep-2016,2,Inner,Cairns 02-Sep-2016 Swath Inner 2,Leptogorgia chilensis,gorgonians,0,60
VRG 2016,Pre-Construction,2016,Palos Verdes,PV,Palos Verdes,PV,Cairns,02-Sep-2016,2,Inner,Cairns 02-Sep-2016 Swath Inner 2,Muricea californica,gorgonians,0,60
VRG 2016,Pre-Construction,2016,Palos Verdes,PV,Palos Verdes,PV,Cairns,02-Sep-2016,2,Inner,Cairns 02-Sep-2016 Swath Inner 2,Muricea fruticosa,gorgonians,0,60
VRG 2016,Pre-Construction,2016,Palos Verdes,PV,Palos Verdes,PV,Cairns,02-Sep-2016,2,Middle,Cairns 02-Sep-2016 Swath Middle 2,Eugorgia rubens,gorgonians,0,60
VRG 2016,Pre-Construction,2016,Palos Verdes,PV,Palos Verdes,PV,Cairns,02-Sep-2016,2,Middle,Cairns 02-Sep-2016 Swath Middle 2,Leptogorgia alba,gorgonians,0,60
VRG 2016,Pre-Construction,2016,Palos Verdes,PV,Palos Verdes,PV,Cairns,02-Sep-2016,2,Middle,Cairns 02-Sep-2016 Swath Middle 2,Leptogorgia chilensis,gorgonians,0,60
VRG 2016,Pre-Construction,2016,Palos Verdes,PV,Palos Verdes,PV,Cairns,02-Sep-2016,2,Middle,Cairns 02-Sep-2016 Swath Middle 2,Muricea californica,gorgonians,0,60
VRG 2016,Pre-Construction,2016,Palos Verdes,PV,Palos Verdes,PV,Cairns,02-Sep-2016,2,Middle,Cairns 02-Sep-2016 Swath Middle 2,Muricea fruticosa,gorgonians,0,60
VRG 2016,Pre-Construction,2016,Palos Verdes,PV,Palos Verdes,PV,Cairns,02-Sep-2016,2,Outer,Cairns 02-Sep-2016 Swath Outer 2,Eugorgia rubens,gorgonians,0,60
VRG 2016,Pre-Construction,2016,Palos Verdes,PV,Palos Verdes,PV,Cairns,02-Sep-2016,2,Outer,Cairns 02-Sep-2016 Swath Outer 2,Leptogorgia alba,gorgonians,0,60
VRG 2016,Pre-Construction,2016,Palos Verdes,PV,Palos Verdes,PV,Cairns,02-Sep-2016,2,Outer,Cairns 02-Sep-2016 Swath Outer 2,Leptogorgia chilensis,gorgonians,0,60
VRG 2016,Pre-Construction,2016,Palos Verdes,PV,Palos Verdes,PV,Cairns,02-Sep-2016,2,Outer,Cairns 02-Sep-2016 Swath Outer 2,Muricea californica,gorgonians,80,60
VRG 2016,Pre-Construction,2016,Palos Verdes,PV,Palos Verdes,PV,Cairns,02-Sep-2016,2,Outer,Cairns 02-Sep-2016 Swath Outer 2,Muricea fruticosa,gorgonians,4,60
VRG 2016,Pre-Construction,2016,Palos Verdes,PV,Palos Verdes,PV,Point Fermin,10-Jun-2016,1,Inner,Point Fermin 10-Jun-2016 Swath Inner 1,Eugorgia rubens,gorgonians,0,60
VRG 2016,Pre-Construction,2016,Palos Verdes,PV,Palos Verdes,PV,Point Fermin,10-Jun-2016,1,Inner,Point Fermin 10-Jun-2016 Swath Inner 1,Leptogorgia alba,gorgonians,0,60
VRG 2016,Pre-Construction,2016,Palos Verdes,PV,Palos Verdes,PV,Point Fermin,10-Jun-2016,1,Inner,Point Fermin 10-Jun-2016 Swath Inner 1,Leptogorgia chilensis,gorgonians,0,60
VRG 2016,Pre-Construction,2016,Palos Verdes,PV,Palos Verdes,PV,Point Fermin,10-Jun-2016,1,Inner,Point Fermin 10-Jun-2016 Swath Inner 1,Muricea californica,gorgonians,0,60
VRG 2016,Pre-Construction,2016,Palos Verdes,PV,Palos Verdes,PV,Point Fermin,10-Jun-2016,1,Inner,Point Fermin 10-Jun-2016 Swath Inner 1,Muricea fruticosa,gorgonians,0,60
VRG 2016,Pre-Construction,2016,Palos Verdes,PV,Palos Verdes,PV,Point Fermin,10-Jun-2016,2,Inner,Point Fermin 10-Jun-2016 Swath Inner 2,Eugorgia rubens,gorgonians,0,60
VRG 2016,Pre-Construction,2016,Palos Verdes,PV,Palos Verdes,PV,Point Fermin,10-Jun-2016,2,Inner,Point Fermin 10-Jun-2016 Swath Inner 2,Leptogorgia alba,gorgonians,0,60
VRG 2016,Pre-Construction,2016,Palos Verdes,PV,Palos Verdes,PV,Point Fermin,10-Jun-2016,2,Inner,Point Fermin 10-Jun-2016 Swath Inner 2,Leptogorgia chilensis,gorgonians,0,60
VRG 2016,Pre-Construction,2016,Palos Verdes,PV,Palos Verdes,PV,Point Fermin,10-Jun-2016,2,Inner,Point Fermin 10-Jun-2016 Swath Inner 2,Muricea californica,gorgonians,0,60
VRG 2016,Pre-Construction,2016,Palos Verdes,PV,Palos Verdes,PV,Point Fermin,10-Jun-2016,2,Inner,Point Fermin 10-Jun-2016 Swath Inner 2,Muricea fruticosa,gorgonians,0,60
VRG 2016,Pre-Construction,2016,Palos Verdes,PV,Palos Verdes,PV,Point Fermin,24-May-2016,1,Middle,Point Fermin 24-May-2016 Swath Middle 1,Eugorgia rubens,gorgonians,0,60
VRG 2016,Pre-Construction,2016,Palos Verdes,PV,Palos Verdes,PV,Point Fermin,24-May-2016,1,Middle,Point Fermin 24-May-2016 Swath Middle 1,Leptogorgia alba,gorgonians,0,60
VRG 2016,Pre-Construction,2016,Palos Verdes,PV,Palos Verdes,PV,Point Fermin,24-May-2016,1,Middle,Point Fermin 24-May-2016 Swath Middle 1,Leptogorgia chilensis,gorgonians,0,60
VRG 2016,Pre-Construction,2016,Palos Verdes,PV,Palos Verdes,PV,Point Fermin,24-May-2016,1,Middle,Point Fermin 24-May-2016 Swath Middle 1,Muricea californica,gorgonians,15,60
VRG 2016,Pre-Construction,2016,Palos Verdes,PV,Palos Verdes,PV,Point Fermin,24-May-2016,1,Middle,Point Fermin 24-May-2016 Swath Middle 1,Muricea fruticosa,gorgonians,1,60
VRG 2016,Pre-Construction,2016,Palos Verdes,PV,Palos Verdes,PV,Point Fermin,24-May-2016,1,Outer,Point Fermin 24-May-2016 Swath Outer 1,Eugorgia rubens,gorgonians,0,60
VRG 2016,Pre-Construction,2016,Palos Verdes,PV,Palos Verdes,PV,Point Fermin,24-May-2016,1,Outer,Point Fermin 24-May-2016 Swath Outer 1,Leptogorgia alba,gorgonians,0,60
VRG 2016,Pre-Construction,2016,Palos Verdes,PV,Palos Verdes,PV,Point Fermin,24-May-2016,1,Outer,Point Fermin 24-May-2016 Swath Outer 1,Leptogorgia chilensis,gorgonians,0,60
VRG 2016,Pre-Construction,2016,Palos Verdes,PV,Palos Verdes,PV,Point Fermin,24-May-2016,1,Outer,Point Fermin 24-May-2016 Swath Outer 1,Muricea californica,gorgonians,15,60
VRG 2016,Pre-Construction,2016,Palos Verdes,PV,Palos Verdes,PV,Point Fermin,24-May-2016,1,Outer,Point Fermin 24-May-2016 Swath Outer 1,Muricea fruticosa,gorgonians,0,60
VRG 2016,Pre-Construction,2016,Palos Verdes,PV,Palos Verdes,PV,Point Fermin,24-May-2016,2,Middle,Point Fermin 24-May-2016 Swath Middle 2,Eugorgia rubens,gorgonians,0,60
VRG 2016,Pre-Construction,2016,Palos Verdes,PV,Palos Verdes,PV,Point Fermin,24-May-2016,2,Middle,Point Fermin 24-May-2016 Swath Middle 2,Leptogorgia alba,gorgonians,0,60
VRG 2016,Pre-Construction,2016,Palos Verdes,PV,Palos Verdes,PV,Point Fermin,24-May-2016,2,Middle,Point Fermin 24-May-2016 Swath Middle 2,Leptogorgia chilensis,gorgonians,0,60
VRG 2016,Pre-Construction,2016,Palos Verdes,PV,Palos Verdes,PV,Point Fermin,24-May-2016,2,Middle,Point Fermin 24-May-2016 Swath Middle 2,Muricea californica,gorgonians,4,60
VRG 2016,Pre-Construction,2016,Palos Verdes,PV,Palos Verdes,PV,Point Fermin,24-May-2016,2,Middle,Point Fermin 24-May-2016 Swath Middle 2,Muricea fruticosa,gorgonians,0,60
VRG 2016,Pre-Construction,2016,Palos Verdes,PV,Palos Verdes,PV,Point Fermin,24-May-2016,2,Outer,Point Fermin 24-May-2016 Swath Outer 2,Eugorgia rubens,gorgonians,0,60
VRG 2016,Pre-Construction,2016,Palos Verdes,PV,Palos Verdes,PV,Point Fermin,24-May-2016,2,Outer,Point Fermin 24-May-2016 Swath Outer 2,Leptogorgia alba,gorgonians,0,60
VRG 2016,Pre-Construction,2016,Palos Verdes,PV,Palos Verdes,PV,Point Fermin,24-May-2016,2,Outer,Point Fermin 24-May-2016 Swath Outer 2,Leptogorgia chilensis,gorgonians,0,60
VRG 2016,Pre-Construction,2016,Palos Verdes,PV,Palos Verdes,PV,Point Fermin,24-May-2016,2,Outer,Point Fermin 24-May-2016 Swath Outer 2,Muricea californica,gorgonians,22,60
VRG 2016,Pre-Construction,2016,Palos Verdes,PV,Palos Verdes,PV,Point Fermin,24-May-2016,2,Outer,Point Fermin 24-May-2016 Swath Outer 2,Muricea fruticosa,gorgonians,2,60
VRG 2016,Pre-Construction,2016,Horseshoe Kelp,HK,Horseshoe Kelp,HK,HK - Reference Reef,18-Jan-2017,1,Deep,HK - Reference Reef 18-Jan-2017 Swath Deep 1,Eugorgia rubens,gorgonians,0,60
VRG 2016,Pre-Construction,2016,Horseshoe Kelp,HK,Horseshoe Kelp,HK,HK - Reference Reef,18-Jan-2017,1,Deep,HK - Reference Reef 18-Jan-2017 Swath Deep 1,Leptogorgia alba,gorgonians,0,60
VRG 2016,Pre-Construction,2016,Horseshoe Kelp,HK,Horseshoe Kelp,HK,HK - Reference Reef,18-Jan-2017,1,Deep,HK - Reference Reef 18-Jan-2017 Swath Deep 1,Leptogorgia chilensis,gorgonians,0,60
VRG 2016,Pre-Construction,2016,Horseshoe Kelp,HK,Horseshoe Kelp,HK,HK - Reference Reef,18-Jan-2017,1,Deep,HK - Reference Reef 18-Jan-2017 Swath Deep 1,Muricea californica,gorgonians,5,60
VRG 2016,Pre-Construction,2016,Horseshoe Kelp,HK,Horseshoe Kelp,HK,HK - Reference Reef,18-Jan-2017,1,Deep,HK - Reference Reef 18-Jan-2017 Swath Deep 1,Muricea fruticosa,gorgonians,0,60
VRG 2016,Pre-Construction,2016,Horseshoe Kelp,HK,Horseshoe Kelp,HK,HK - Reference Reef,18-Jan-2017,2,Deep,HK - Reference Reef 18-Jan-2017 Swath Deep 2,Eugorgia rubens,gorgonians,0,60
VRG 2016,Pre-Construction,2016,Horseshoe Kelp,HK,Horseshoe Kelp,HK,HK - Reference Reef,18-Jan-2017,2,Deep,HK - Reference Reef 18-Jan-2017 Swath Deep 2,Leptogorgia alba,gorgonians,0,60
VRG 2016,Pre-Construction,2016,Horseshoe Kelp,HK,Horseshoe Kelp,HK,HK - Reference Reef,18-Jan-2017,2,Deep,HK - Reference Reef 18-Jan-2017 Swath Deep 2,Leptogorgia chilensis,gorgonians,0,60
VRG 2016,Pre-Construction,2016,Horseshoe Kelp,HK,Horseshoe Kelp,HK,HK - Reference Reef,18-Jan-2017,2,Deep,HK - Reference Reef 18-Jan-2017 Swath Deep 2,Muricea californica,gorgonians,2,60
VRG 2016,Pre-Construction,2016,Horseshoe Kelp,HK,Horseshoe Kelp,HK,HK - Reference Reef,18-Jan-2017,2,Deep,HK - Reference Reef 18-Jan-2017 Swath Deep 2,Muricea fruticosa,gorgonians,2,60
VRG 2016,Pre-Construction,2016,Horseshoe Kelp,HK,Horseshoe Kelp,HK,HK - Queen Mary,18-Jan-2017,1,Deep,HK - Queen Mary 18-Jan-2017 Swath Deep 1,Eugorgia rubens,gorgonians,1,60
VRG 2016,Pre-Construction,2016,Horseshoe Kelp,HK,Horseshoe Kelp,HK,HK - Queen Mary,18-Jan-2017,1,Deep,HK - Queen Mary 18-Jan-2017 Swath Deep 1,Leptogorgia alba,gorgonians,0,60
VRG 2016,Pre-Construction,2016,Horseshoe Kelp,HK,Horseshoe Kelp,HK,HK - Queen Mary,18-Jan-2017,1,Deep,HK - Queen Mary 18-Jan-2017 Swath Deep 1,Leptogorgia chilensis,gorgonians,21,60
VRG 2016,Pre-Construction,2016,Horseshoe Kelp,HK,Horseshoe Kelp,HK,HK - Queen Mary,18-Jan-2017,1,Deep,HK - Queen Mary 18-Jan-2017 Swath Deep 1,Muricea californica,gorgonians,118,60
VRG 2016,Pre-Construction,2016,Horseshoe Kelp,HK,Horseshoe Kelp,HK,HK - Queen Mary,18-Jan-2017,1,Deep,HK - Queen Mary 18-Jan-2017 Swath Deep 1,Muricea fruticosa,gorgonians,0,60
VRG 2016,Pre-Construction,2016,Horseshoe Kelp,HK,Horseshoe Kelp,HK,HK - Queen Mary,18-Jan-2017,2,Deep,HK - Queen Mary 18-Jan-2017 Swath Deep 2,Eugorgia rubens,gorgonians,0,60
VRG 2016,Pre-Construction,2016,Horseshoe Kelp,HK,Horseshoe Kelp,HK,HK - Queen Mary,18-Jan-2017,2,Deep,HK - Queen Mary 18-Jan-2017 Swath Deep 2,Leptogorgia alba,gorgonians,0,60
VRG 2016,Pre-Construction,2016,Horseshoe Kelp,HK,Horseshoe Kelp,HK,HK - Queen Mary,18-Jan-2017,2,Deep,HK - Queen Mary 18-Jan-2017 Swath Deep 2,Leptogorgia chilensis,gorgonians,49,60
VRG 2016,Pre-Construction,2016,Horseshoe Kelp,HK,Horseshoe Kelp,HK,HK - Queen Mary,18-Jan-2017,2,Deep,HK - Queen Mary 18-Jan-2017 Swath Deep 2,Muricea californica,gorgonians,136,60
VRG 2016,Pre-Construction,2016,Horseshoe Kelp,HK,Horseshoe Kelp,HK,HK - Queen Mary,18-Jan-2017,2,Deep,HK - Queen Mary 18-Jan-2017 Swath Deep 2,Muricea fruticosa,gorgonians,2,60
VRG 2016,Pre-Construction,2016,Artificial Reef,AR,Santa Monica,SM,Santa Monica AR - A,21-Dec-2016,1,ARM,Santa Monica AR - A 21-Dec-2016 Swath ARM 1,Eugorgia rubens,gorgonians,0,60
VRG 2016,Pre-Construction,2016,Artificial Reef,AR,Santa Monica,SM,Santa Monica AR - A,21-Dec-2016,1,ARM,Santa Monica AR - A 21-Dec-2016 Swath ARM 1,Leptogorgia alba,gorgonians,0,60
VRG 2016,Pre-Construction,2016,Artificial Reef,AR,Santa Monica,SM,Santa Monica AR - A,21-Dec-2016,1,ARM,Santa Monica AR - A 21-Dec-2016 Swath ARM 1,Leptogorgia chilensis,gorgonians,4,60
VRG 2016,Pre-Construction,2016,Artificial Reef,AR,Santa Monica,SM,Santa Monica AR - A,21-Dec-2016,1,ARM,Santa Monica AR - A 21-Dec-2016 Swath ARM 1,Muricea californica,gorgonians,147,60
