Project,Era,SampleYear,Site,SampleDate,DiveReplicate,DepthZone,Taxa,Category,BRS_per_cov
VRG 2018,Pre-Construction,2018,Lunada Bay,10-Oct-2018,1,Middle,coralline algae - crustose,UPC Species,6.45
VRG 2018,Pre-Construction,2018,Lunada Bay,10-Oct-2018,1,Outer,coralline algae - crustose,UPC Species,41.94
VRG 2018,Pre-Construction,2018,Lunada Bay,10-Oct-2018,2,Middle,coralline algae - crustose,UPC Species,9.68
VRG 2018,Pre-Construction,2018,Lunada Bay,10-Oct-2018,2,Outer,coralline algae - crustose,UPC Species,16.13
VRG 2018,Pre-Construction,2018,Lunada Bay,20-Sep-2018,1,Deep,coralline algae - crustose,UPC Species,22.58
VRG 2018,Pre-Construction,2018,Lunada Bay,20-Sep-2018,2,Deep,coralline algae - crustose,UPC Species,29.03
VRG 2018,Pre-Construction,2018,Lunada Bay,28-Sep-2018,1,Inner,coralline algae - crustose,UPC Species,3.23
VRG 2018,Pre-Construction,2018,Lunada Bay,28-Sep-2018,2,Inner,coralline algae - crustose,UPC Species,3.23
VRG 2018,Pre-Construction,2018,Resort Point,29-Aug-2018,1,Inner,coralline algae - crustose,UPC Species,6.45
VRG 2018,Pre-Construction,2018,Resort Point,29-Aug-2018,1,Middle,coralline algae - crustose,UPC Species,12.9
VRG 2018,Pre-Construction,2018,Resort Point,29-Aug-2018,1,Outer,coralline algae - crustose,UPC Species,32.26
VRG 2018,Pre-Construction,2018,Resort Point,29-Aug-2018,1,Deep,coralline algae - crustose,UPC Species,19.35
VRG 2018,Pre-Construction,2018,Resort Point,29-Aug-2018,2,Inner,coralline algae - crustose,UPC Species,0
VRG 2018,Pre-Construction,2018,Resort Point,29-Aug-2018,2,Middle,coralline algae - crustose,UPC Species,25.81
VRG 2018,Pre-Construction,2018,Resort Point,29-Aug-2018,2,Outer,coralline algae - crustose,UPC Species,12.9
VRG 2018,Pre-Construction,2018,Resort Point,29-Aug-2018,2,Deep,coralline algae - crustose,UPC Species,12.9
VRG 2018,Pre-Construction,2018,Honeymoon Cove,13-Jul-2018,1,Middle,coralline algae - crustose,UPC Species,32.26
VRG 2018,Pre-Construction,2018,Honeymoon Cove,13-Jul-2018,2,Middle,coralline algae - crustose,UPC Species,25.81
VRG 2018,Pre-Construction,2018,Honeymoon Cove,13-Jun-2018,1,Outer,coralline algae - crustose,UPC Species,25.81
VRG 2018,Pre-Construction,2018,Honeymoon Cove,13-Jun-2018,2,Outer,coralline algae - crustose,UPC Species,32.26
VRG 2018,Pre-Construction,2018,Honeymoon Cove,15-Jun-2018,1,Deep,coralline algae - crustose,UPC Species,16.13
VRG 2018,Pre-Construction,2018,Honeymoon Cove,15-Jun-2018,2,Deep,coralline algae - crustose,UPC Species,67.74
VRG 2018,Pre-Construction,2018,Honeymoon Cove,22-Jun-2018,1,Inner,coralline algae - crustose,UPC Species,64.52
VRG 2018,Pre-Construction,2018,Honeymoon Cove,22-Jun-2018,2,Inner,coralline algae - crustose,UPC Species,45.16
VRG 2018,Pre-Construction,2018,Honeymoon Cove,22-Jun-2018,3,Inner,coralline algae - crustose,UPC Species,70.97
VRG 2018,Pre-Construction,2018,Honeymoon Cove,22-Jun-2018,4,Inner,coralline algae - crustose,UPC Species,58.06
VRG 2018,Pre-Construction,2018,Segovia,26-Oct-2018,1,Inner,coralline algae - crustose,UPC Species,6.45
VRG 2018,Pre-Construction,2018,Segovia,26-Oct-2018,1,Middle,coralline algae - crustose,UPC Species,51.61
VRG 2018,Pre-Construction,2018,Segovia,26-Oct-2018,1,Outer,coralline algae - crustose,UPC Species,9.68
VRG 2018,Pre-Construction,2018,Segovia,26-Oct-2018,2,Inner,coralline algae - crustose,UPC Species,35.48
VRG 2018,Pre-Construction,2018,Segovia,26-Oct-2018,2,Middle,coralline algae - crustose,UPC Species,22.58
VRG 2018,Pre-Construction,2018,Segovia,26-Oct-2018,2,Outer,coralline algae - crustose,UPC Species,45.16
VRG 2018,Pre-Construction,2018,Christmas Tree Cove,13-Jun-2018,1,Middle,coralline algae - crustose,UPC Species,58.06
VRG 2018,Pre-Construction,2018,Christmas Tree Cove,13-Jun-2018,1,Outer,coralline algae - crustose,UPC Species,41.94
VRG 2018,Pre-Construction,2018,Christmas Tree Cove,13-Jun-2018,2,Middle,coralline algae - crustose,UPC Species,38.71
VRG 2018,Pre-Construction,2018,Christmas Tree Cove,13-Jun-2018,2,Outer,coralline algae - crustose,UPC Species,38.71
VRG 2018,Pre-Construction,2018,Christmas Tree Cove,18-Jul-2018,1,Inner,coralline algae - crustose,UPC Species,51.61
VRG 2018,Pre-Construction,2018,Christmas Tree Cove,18-Jul-2018,2,Inner,coralline algae - crustose,UPC Species,35.48
VRG 2018,Pre-Construction,2018,Christmas Tree Cove,18-Jul-2018,3,Inner,coralline algae - crustose,UPC Species,54.84
VRG 2018,Pre-Construction,2018,Christmas Tree Cove,18-Jul-2018,4,Inner,coralline algae - crustose,UPC Species,48.39
VRG 2018,Pre-Construction,2018,Marguerite West,15-Jun-2018,1,Outer,coralline algae - crustose,UPC Species,32.26
VRG 2018,Pre-Construction,2018,Marguerite West,15-Jun-2018,2,Outer,coralline algae - crustose,UPC Species,61.29
VRG 2018,Pre-Construction,2018,Marguerite West,20-Jul-2018,1,Inner,coralline algae - crustose,UPC Species,35.48
VRG 2018,Pre-Construction,2018,Marguerite West,20-Jul-2018,1,Middle,coralline algae - crustose,UPC Species,45.16
VRG 2018,Pre-Construction,2018,Marguerite West,20-Jul-2018,2,Inner,coralline algae - crustose,UPC Species,54.84
VRG 2018,Pre-Construction,2018,Marguerite West,20-Jul-2018,2,Middle,coralline algae - crustose,UPC Species,41.94
VRG 2018,Pre-Construction,2018,Marguerite Central,15-Jun-2018,1,Middle,coralline algae - crustose,UPC Species,48.39
VRG 2018,Pre-Construction,2018,Marguerite Central,15-Jun-2018,2,Middle,coralline algae - crustose,UPC Species,77.42
VRG 2018,Pre-Construction,2018,Marguerite Central,20-Jul-2018,1,Inner,coralline algae - crustose,UPC Species,48.39
VRG 2018,Pre-Construction,2018,Marguerite Central,20-Jul-2018,2,Inner,coralline algae - crustose,UPC Species,25.81
VRG 2018,Pre-Construction,2018,Marguerite East,15-Aug-2018,1,Inner,coralline algae - crustose,UPC Species,29.03
VRG 2018,Pre-Construction,2018,Marguerite East,15-Aug-2018,2,Inner,coralline algae - crustose,UPC Species,0
VRG 2018,Pre-Construction,2018,Marguerite East,15-Jun-2018,1,Middle,coralline algae - crustose,UPC Species,48.39
VRG 2018,Pre-Construction,2018,Marguerite East,15-Jun-2018,2,Middle,coralline algae - crustose,UPC Species,80.65
VRG 2018,Pre-Construction,2018,Golden Cove,22-Jun-2018,1,Inner,coralline algae - crustose,UPC Species,9.68
VRG 2018,Pre-Construction,2018,Golden Cove,22-Jun-2018,2,Inner,coralline algae - crustose,UPC Species,22.58
VRG 2018,Pre-Construction,2018,Golden Cove,22-Jun-2018,3,Inner,coralline algae - crustose,UPC Species,19.35
VRG 2018,Pre-Construction,2018,Golden Cove,22-Jun-2018,4,Inner,coralline algae - crustose,UPC Species,16.13
VRG 2018,Pre-Construction,2018,Underwater Arch,05-Sep-2018,1,Middle,coralline algae - crustose,UPC Species,22.58
VRG 2018,Pre-Construction,2018,Underwater Arch,05-Sep-2018,1,Outer,coralline algae - crustose,UPC Species,38.71
VRG 2018,Pre-Construction,2018,Underwater Arch,05-Sep-2018,2,Middle,coralline algae - crustose,UPC Species,22.58
VRG 2018,Pre-Construction,2018,Underwater Arch,05-Sep-2018,2,Outer,coralline algae - crustose,UPC Species,22.58
VRG 2018,Pre-Construction,2018,Underwater Arch,21-Sep-2018,1,Inner,coralline algae - crustose,UPC Species,6.45
VRG 2018,Pre-Construction,2018,Underwater Arch,21-Sep-2018,2,Inner,coralline algae - crustose,UPC Species,0
VRG 2018,Pre-Construction,2018,Albondigas,11-Jul-2018,1,Inner,coralline algae - crustose,UPC Species,35.48
VRG 2018,Pre-Construction,2018,Albondigas,11-Jul-2018,1,Middle,coralline algae - crustose,UPC Species,45.16
VRG 2018,Pre-Construction,2018,Albondigas,11-Jul-2018,2,Inner,coralline algae - crustose,UPC Species,22.58
VRG 2018,Pre-Construction,2018,Albondigas,11-Jul-2018,2,Middle,coralline algae - crustose,UPC Species,12.9
VRG 2018,Pre-Construction,2018,Albondigas,11-Jul-2018,3,Inner,coralline algae - crustose,UPC Species,25.81
VRG 2018,Pre-Construction,2018,Albondigas,11-Jul-2018,4,Inner,coralline algae - crustose,UPC Species,54.84
VRG 2018,Pre-Construction,2018,Albondigas,20-Jul-2018,1,Outer,coralline algae - crustose,UPC Species,48.39
VRG 2018,Pre-Construction,2018,Albondigas,20-Jul-2018,2,Outer,coralline algae - crustose,UPC Species,22.58
VRG 2018,Pre-Construction,2018,Hawthorne Reef,09-Oct-2018,1,Middle,coralline algae - crustose,UPC Species,32.26
VRG 2018,Pre-Construction,2018,Hawthorne Reef,09-Oct-2018,1,Outer,coralline algae - crustose,UPC Species,41.94
VRG 2018,Pre-Construction,2018,Hawthorne Reef,09-Oct-2018,2,Middle,coralline algae - crustose,UPC Species,19.35
VRG 2018,Pre-Construction,2018,Hawthorne Reef,09-Oct-2018,2,Outer,coralline algae - crustose,UPC Species,32.26
VRG 2018,Pre-Construction,2018,Hawthorne Reef,22-Jun-2018,1,Inner,coralline algae - crustose,UPC Species,9.68
VRG 2018,Pre-Construction,2018,Hawthorne Reef,22-Jun-2018,2,Inner,coralline algae - crustose,UPC Species,22.58
VRG 2018,Pre-Construction,2018,Hawthorne Reef,22-Jun-2018,3,Inner,coralline algae - crustose,UPC Species,9.68
VRG 2018,Pre-Construction,2018,Hawthorne Reef,22-Jun-2018,4,Inner,coralline algae - crustose,UPC Species,9.68
VRG 2018,Pre-Construction,2018,Hawthorne Reef,28-Sep-2018,1,Deep,coralline algae - crustose,UPC Species,25.81
VRG 2018,Pre-Construction,2018,Hawthorne Reef,28-Sep-2018,2,Deep,coralline algae - crustose,UPC Species,29.03
VRG 2018,Pre-Construction,2018,Point Vicente West,15-Aug-2018,1,Middle,coralline algae - crustose,UPC Species,54.84
VRG 2018,Pre-Construction,2018,Point Vicente West,15-Aug-2018,2,Middle,coralline algae - crustose,UPC Species,32.26
VRG 2018,Pre-Construction,2018,Point Vicente West,18-Jul-2018,1,Inner,coralline algae - crustose,UPC Species,9.68
VRG 2018,Pre-Construction,2018,Point Vicente West,18-Jul-2018,2,Inner,coralline algae - crustose,UPC Species,9.68
VRG 2018,Pre-Construction,2018,Point Vicente West,18-Jul-2018,3,Inner,coralline algae - crustose,UPC Species,22.58
VRG 2018,Pre-Construction,2018,Point Vicente West,18-Jul-2018,4,Inner,coralline algae - crustose,UPC Species,29.03
VRG 2018,Pre-Construction,2018,Point Vicente West,28-Sep-2018,1,Outer,coralline algae - crustose,UPC Species,3.23
VRG 2018,Pre-Construction,2018,Point Vicente West,28-Sep-2018,1,Deep,coralline algae - crustose,UPC Species,0
VRG 2018,Pre-Construction,2018,Point Vicente West,28-Sep-2018,2,Outer,coralline algae - crustose,UPC Species,6.45
VRG 2018,Pre-Construction,2018,Point Vicente West,28-Sep-2018,2,Deep,coralline algae - crustose,UPC Species,0
VRG 2018,Pre-Construction,2018,Long Point West,17-Oct-2018,1,Inner,coralline algae - crustose,UPC Species,9.68
VRG 2018,Pre-Construction,2018,Long Point West,17-Oct-2018,1,Middle,coralline algae - crustose,UPC Species,25.81
VRG 2018,Pre-Construction,2018,Long Point West,17-Oct-2018,2,Inner,coralline algae - crustose,UPC Species,16.13
VRG 2018,Pre-Construction,2018,Long Point West,17-Oct-2018,2,Middle,coralline algae - crustose,UPC Species,25.81
VRG 2018,Pre-Construction,2018,Long Point East,12-Sep-2018,1,Outer,coralline algae - crustose,UPC Species,12.9
VRG 2018,Pre-Construction,2018,Long Point East,12-Sep-2018,1,Deep,coralline algae - crustose,UPC Species,0
VRG 2018,Pre-Construction,2018,Long Point East,12-Sep-2018,2,Outer,coralline algae - crustose,UPC Species,12.9
VRG 2018,Pre-Construction,2018,Long Point East,12-Sep-2018,2,Deep,coralline algae - crustose,UPC Species,0
VRG 2018,Pre-Construction,2018,Long Point East,21-Sep-2018,1,Inner,coralline algae - crustose,UPC Species,12.9
VRG 2018,Pre-Construction,2018,Long Point East,21-Sep-2018,1,Middle,coralline algae - crustose,UPC Species,19.35
VRG 2018,Pre-Construction,2018,Long Point East,21-Sep-2018,2,Inner,coralline algae - crustose,UPC Species,6.45
VRG 2018,Pre-Construction,2018,Long Point East,21-Sep-2018,2,Middle,coralline algae - crustose,UPC Species,35.48
VRG 2018,Pre-Construction,2018,Old Marineland,31-Aug-2018,1,Inner,coralline algae - crustose,UPC Species,3.23
VRG 2018,Pre-Construction,2018,Old Marineland,31-Aug-2018,2,Inner,coralline algae - crustose,UPC Species,16.13
VRG 2018,Pre-Construction,2018,120 Reef,31-Aug-2018,1,Inner,coralline algae - crustose,UPC Species,6.45
VRG 2018,Pre-Construction,2018,120 Reef,31-Aug-2018,1,Middle,coralline algae - crustose,UPC Species,16.13
VRG 2018,Pre-Construction,2018,120 Reef,31-Aug-2018,2,Inner,coralline algae - crustose,UPC Species,9.68
VRG 2018,Pre-Construction,2018,120 Reef,31-Aug-2018,2,Middle,coralline algae - crustose,UPC Species,38.71
VRG 2018,Pre-Construction,2018,Abalone Cove Kelp West,18-Jul-2018,1,Inner,coralline algae - crustose,UPC Species,19.35
VRG 2018,Pre-Construction,2018,Abalone Cove Kelp West,18-Jul-2018,2,Inner,coralline algae - crustose,UPC Species,19.35
VRG 2018,Pre-Construction,2018,Abalone Cove Kelp West,18-Jul-2018,3,Inner,coralline algae - crustose,UPC Species,25.81
VRG 2018,Pre-Construction,2018,Abalone Cove Kelp West,18-Jul-2018,4,Inner,coralline algae - crustose,UPC Species,29.03
VRG 2018,Pre-Construction,2018,Abalone Cove Kelp West,25-Jul-2018,1,Middle,coralline algae - crustose,UPC Species,25.81
VRG 2018,Pre-Construction,2018,Abalone Cove Kelp West,25-Jul-2018,1,Outer,coralline algae - crustose,UPC Species,3.23
VRG 2018,Pre-Construction,2018,Abalone Cove Kelp West,25-Jul-2018,2,Middle,coralline algae - crustose,UPC Species,41.94
VRG 2018,Pre-Construction,2018,Abalone Cove Kelp West,25-Jul-2018,2,Outer,coralline algae - crustose,UPC Species,0
VRG 2018,Pre-Construction,2018,Portuguese Point,21-Sep-2018,1,Outer,coralline algae - crustose,UPC Species,3.23
VRG 2018,Pre-Construction,2018,Portuguese Point,21-Sep-2018,2,Outer,coralline algae - crustose,UPC Species,12.9
VRG 2018,Pre-Construction,2018,Portuguese Point,31-Aug-2018,1,Inner,coralline algae - crustose,UPC Species,29.03
VRG 2018,Pre-Construction,2018,Portuguese Point,31-Aug-2018,1,Middle,coralline algae - crustose,UPC Species,22.58
VRG 2018,Pre-Construction,2018,Portuguese Point,31-Aug-2018,2,Inner,coralline algae - crustose,UPC Species,9.68
VRG 2018,Pre-Construction,2018,Portuguese Point,31-Aug-2018,2,Middle,coralline algae - crustose,UPC Species,6.45
VRG 2018,Pre-Construction,2018,Portuguese Bend,05-Sep-2018,1,Outer,coralline algae - crustose,UPC Species,19.35
VRG 2018,Pre-Construction,2018,Portuguese Bend,05-Sep-2018,1,Deep,coralline algae - crustose,UPC Species,0
VRG 2018,Pre-Construction,2018,Portuguese Bend,05-Sep-2018,2,Outer,coralline algae - crustose,UPC Species,0
VRG 2018,Pre-Construction,2018,Portuguese Bend,05-Sep-2018,2,Deep,coralline algae - crustose,UPC Species,0
VRG 2018,Pre-Construction,2018,Portuguese Bend,26-Sep-2018,1,Inner,coralline algae - crustose,UPC Species,0
VRG 2018,Pre-Construction,2018,Portuguese Bend,26-Sep-2018,1,Middle,coralline algae - crustose,UPC Species,6.45
VRG 2018,Pre-Construction,2018,Portuguese Bend,26-Sep-2018,2,Inner,coralline algae - crustose,UPC Species,0
VRG 2018,Pre-Construction,2018,Portuguese Bend,26-Sep-2018,2,Middle,coralline algae - crustose,UPC Species,0
VRG 2018,Pre-Construction,2018,Bunker Point,14-Nov-2018,1,Outer,coralline algae - crustose,UPC Species,9.68
VRG 2018,Pre-Construction,2018,Bunker Point,14-Nov-2018,1,Deep,coralline algae - crustose,UPC Species,0
VRG 2018,Pre-Construction,2018,Bunker Point,14-Nov-2018,2,Outer,coralline algae - crustose,UPC Species,9.68
VRG 2018,Pre-Construction,2018,Bunker Point,14-Nov-2018,2,Deep,coralline algae - crustose,UPC Species,0
VRG 2018,Pre-Construction,2018,Bunker Point,16-Nov-2018,1,Middle,coralline algae - crustose,UPC Species,22.58
VRG 2018,Pre-Construction,2018,Bunker Point,16-Nov-2018,2,Middle,coralline algae - crustose,UPC Species,3.23
VRG 2018,Pre-Construction,2018,Bunker Point,20-Nov-2018,1,Inner,coralline algae - crustose,UPC Species,9.68
VRG 2018,Pre-Construction,2018,Bunker Point,20-Nov-2018,2,Inner,coralline algae - crustose,UPC Species,3.23
VRG 2018,Pre-Construction,2018,Burial Grounds,09-Oct-2018,1,Deep,coralline algae - crustose,UPC Species,0
VRG 2018,Pre-Construction,2018,Burial Grounds,09-Oct-2018,2,Deep,coralline algae - crustose,UPC Species,0
VRG 2018,Pre-Construction,2018,Burial Grounds,19-Oct-2018,1,Outer,coralline algae - crustose,UPC Species,6.45
VRG 2018,Pre-Construction,2018,Burial Grounds,19-Oct-2018,2,Outer,coralline algae - crustose,UPC Species,12.9
VRG 2018,Pre-Construction,2018,Burial Grounds,20-Nov-2018,1,Inner,coralline algae - crustose,UPC Species,0
VRG 2018,Pre-Construction,2018,Burial Grounds,20-Nov-2018,1,Middle,coralline algae - crustose,UPC Species,3.23
VRG 2018,Pre-Construction,2018,Burial Grounds,20-Nov-2018,2,Inner,coralline algae - crustose,UPC Species,3.23
VRG 2018,Pre-Construction,2018,Burial Grounds,20-Nov-2018,2,Middle,coralline algae - crustose,UPC Species,0
VRG 2018,Pre-Construction,2018,Old 18th,10-Oct-2018,1,Deep,coralline algae - crustose,UPC Species,0
VRG 2018,Pre-Construction,2018,Old 18th,10-Oct-2018,2,Deep,coralline algae - crustose,UPC Species,0
VRG 2018,Pre-Construction,2018,Old 18th,17-Oct-2018,1,Inner,coralline algae - crustose,UPC Species,0
VRG 2018,Pre-Construction,2018,Old 18th,17-Oct-2018,1,Middle,coralline algae - crustose,UPC Species,3.23
VRG 2018,Pre-Construction,2018,Old 18th,17-Oct-2018,1,Outer,coralline algae - crustose,UPC Species,6.45
VRG 2018,Pre-Construction,2018,Old 18th,17-Oct-2018,2,Inner,coralline algae - crustose,UPC Species,3.23
VRG 2018,Pre-Construction,2018,Old 18th,17-Oct-2018,2,Middle,coralline algae - crustose,UPC Species,6.45
VRG 2018,Pre-Construction,2018,Old 18th,17-Oct-2018,2,Outer,coralline algae - crustose,UPC Species,0
VRG 2018,Pre-Construction,2018,Cape Point,10-Oct-2018,1,Deep,coralline algae - crustose,UPC Species,3.23
VRG 2018,Pre-Construction,2018,Cape Point,10-Oct-2018,2,Deep,coralline algae - crustose,UPC Species,6.45
VRG 2018,Pre-Construction,2018,Cape Point,16-Nov-2018,1,Inner,coralline algae - crustose,UPC Species,9.68
VRG 2018,Pre-Construction,2018,Cape Point,16-Nov-2018,2,Inner,coralline algae - crustose,UPC Species,3.23
VRG 2018,Pre-Construction,2018,Cape Point,19-Oct-2018,1,Middle,coralline algae - crustose,UPC Species,6.45
VRG 2018,Pre-Construction,2018,Cape Point,19-Oct-2018,1,Outer,coralline algae - crustose,UPC Species,3.23
VRG 2018,Pre-Construction,2018,Cape Point,19-Oct-2018,2,Middle,coralline algae - crustose,UPC Species,12.9
VRG 2018,Pre-Construction,2018,Cape Point,19-Oct-2018,2,Outer,coralline algae - crustose,UPC Species,0
VRG 2018,Pre-Construction,2018,KOU Rock,02-Nov-2018,1,Inner,coralline algae - crustose,UPC Species,0
VRG 2018,Pre-Construction,2018,KOU Rock,02-Nov-2018,1,Middle,coralline algae - crustose,UPC Species,6.45
VRG 2018,Pre-Construction,2018,KOU Rock,02-Nov-2018,1,Outer,coralline algae - crustose,UPC Species,9.68
VRG 2018,Pre-Construction,2018,KOU Rock,02-Nov-2018,1,Deep,coralline algae - crustose,UPC Species,6.45
VRG 2018,Pre-Construction,2018,KOU Rock,02-Nov-2018,2,Inner,coralline algae - crustose,UPC Species,3.23
VRG 2018,Pre-Construction,2018,KOU Rock,02-Nov-2018,2,Middle,coralline algae - crustose,UPC Species,16.13
VRG 2018,Pre-Construction,2018,KOU Rock,02-Nov-2018,2,Outer,coralline algae - crustose,UPC Species,3.23
VRG 2018,Pre-Construction,2018,KOU Rock,02-Nov-2018,2,Deep,coralline algae - crustose,UPC Species,12.9
VRG 2018,Pre-Construction,2018,3 Palms West,14-Sep-2018,1,Deep,coralline algae - crustose,UPC Species,0
VRG 2018,Pre-Construction,2018,3 Palms West,14-Sep-2018,2,Deep,coralline algae - crustose,UPC Species,12.9
VRG 2018,Pre-Construction,2018,3 Palms West,26-Sep-2018,1,Inner,coralline algae - crustose,UPC Species,9.68
VRG 2018,Pre-Construction,2018,3 Palms West,26-Sep-2018,1,Middle,coralline algae - crustose,UPC Species,9.68
VRG 2018,Pre-Construction,2018,3 Palms West,26-Sep-2018,1,Outer,coralline algae - crustose,UPC Species,0
VRG 2018,Pre-Construction,2018,3 Palms West,26-Sep-2018,2,Inner,coralline algae - crustose,UPC Species,6.45
VRG 2018,Pre-Construction,2018,3 Palms West,26-Sep-2018,2,Middle,coralline algae - crustose,UPC Species,19.35
VRG 2018,Pre-Construction,2018,3 Palms West,26-Sep-2018,2,Outer,coralline algae - crustose,UPC Species,9.68
VRG 2018,Pre-Construction,2018,3 Palms East,09-Oct-2018,1,Deep,coralline algae - crustose,UPC Species,6.45
VRG 2018,Pre-Construction,2018,3 Palms East,09-Oct-2018,2,Deep,coralline algae - crustose,UPC Species,16.13
VRG 2018,Pre-Construction,2018,3 Palms East,16-Nov-2018,1,Inner,coralline algae - crustose,UPC Species,35.48
VRG 2018,Pre-Construction,2018,3 Palms East,16-Nov-2018,1,Middle,coralline algae - crustose,UPC Species,0
VRG 2018,Pre-Construction,2018,3 Palms East,16-Nov-2018,2,Inner,coralline algae - crustose,UPC Species,12.9
VRG 2018,Pre-Construction,2018,3 Palms East,16-Nov-2018,2,Middle,coralline algae - crustose,UPC Species,3.23
VRG 2018,Pre-Construction,2018,3 Palms East,19-Oct-2018,1,Outer,coralline algae - crustose,UPC Species,16.13
VRG 2018,Pre-Construction,2018,3 Palms East,19-Oct-2018,2,Outer,coralline algae - crustose,UPC Species,9.68
VRG 2018,Pre-Construction,2018,Whites Point,04-Jan-2019,1,Inner,coralline algae - crustose,UPC Species,6.45
VRG 2018,Pre-Construction,2018,Whites Point,04-Jan-2019,1,Middle,coralline algae - crustose,UPC Species,41.94
VRG 2018,Pre-Construction,2018,Whites Point,04-Jan-2019,1,Outer,coralline algae - crustose,UPC Species,35.48
VRG 2018,Pre-Construction,2018,Whites Point,04-Jan-2019,2,Inner,coralline algae - crustose,UPC Species,0
VRG 2018,Pre-Construction,2018,Whites Point,04-Jan-2019,2,Middle,coralline algae - crustose,UPC Species,0
VRG 2018,Pre-Construction,2018,Whites Point,04-Jan-2019,2,Outer,coralline algae - crustose,UPC Species,6.45
VRG 2018,Pre-Construction,2018,Cairns,14-Sep-2018,1,Middle,coralline algae - crustose,UPC Species,29.03
VRG 2018,Pre-Construction,2018,Cairns,14-Sep-2018,1,Outer,coralline algae - crustose,UPC Species,0
VRG 2018,Pre-Construction,2018,Cairns,14-Sep-2018,2,Middle,coralline algae - crustose,UPC Species,19.35
VRG 2018,Pre-Construction,2018,Cairns,14-Sep-2018,2,Outer,coralline algae - crustose,UPC Species,0
VRG 2018,Pre-Construction,2018,Cairns,26-Sep-2018,1,Inner,coralline algae - crustose,UPC Species,3.23
VRG 2018,Pre-Construction,2018,Cairns,26-Sep-2018,2,Inner,coralline algae - crustose,UPC Species,3.23
VRG 2018,Pre-Construction,2018,Point Fermin,04-Jan-2019,1,Inner,coralline algae - crustose,UPC Species,6.45
VRG 2018,Pre-Construction,2018,Point Fermin,04-Jan-2019,1,Middle,coralline algae - crustose,UPC Species,54.84
VRG 2018,Pre-Construction,2018,Point Fermin,04-Jan-2019,1,Outer,coralline algae - crustose,UPC Species,0
VRG 2018,Pre-Construction,2018,Point Fermin,04-Jan-2019,2,Inner,coralline algae - crustose,UPC Species,6.45
VRG 2018,Pre-Construction,2018,Point Fermin,04-Jan-2019,2,Middle,coralline algae - crustose,UPC Species,25.81
VRG 2018,Pre-Construction,2018,Point Fermin,04-Jan-2019,2,Outer,coralline algae - crustose,UPC Species,3.23
VRG 2018,Pre-Construction,2018,Santa Monica AR - A,20-Nov-2018,1,ARM,coralline algae - crustose,UPC Species,0
VRG 2018,Pre-Construction,2018,Santa Monica AR - A,20-Nov-2018,2,ARM,coralline algae - crustose,UPC Species,0
VRG 2018,Pre-Construction,2018,Santa Monica AR - B,20-Nov-2018,1,ARM,coralline algae - crustose,UPC Species,0
VRG 2018,Pre-Construction,2018,Santa Monica AR - B,20-Nov-2018,2,ARM,coralline algae - crustose,UPC Species,0
VRG 2018,Pre-Construction,2018,Santa Monica AR - C,21-Nov-2018,1,ARM,coralline algae - crustose,UPC Species,0
VRG 2018,Pre-Construction,2018,Santa Monica AR - C,21-Nov-2018,2,ARM,coralline algae - crustose,UPC Species,0
VRG 2018,Pre-Construction,2018,Marina del Rey AR - K,24-Oct-2018,1,ARM,coralline algae - crustose,UPC Species,0
VRG 2018,Pre-Construction,2018,Marina del Rey AR - K,24-Oct-2018,2,ARM,coralline algae - crustose,UPC Species,0
VRG 2018,Pre-Construction,2018,Marina del Rey AR - I,24-Oct-2018,1,ARM,coralline algae - crustose,UPC Species,0
VRG 2018,Pre-Construction,2018,Marina del Rey AR - I,24-Oct-2018,2,ARM,coralline algae - crustose,UPC Species,0
VRG 2018,Pre-Construction,2018,Marina del Rey AR - F,24-Oct-2018,1,ARM,coralline algae - crustose,UPC Species,0
VRG 2018,Pre-Construction,2018,Marina del Rey AR - F,24-Oct-2018,2,ARM,coralline algae - crustose,UPC Species,0
VRG 2018,Pre-Construction,2018,Hermosa Beach AR - Giants,27-Jul-2018,1,ARM,coralline algae - crustose,UPC Species,6.45
VRG 2018,Pre-Construction,2018,Hermosa Beach AR - Giants,27-Jul-2018,2,ARM,coralline algae - crustose,UPC Species,3.23
VRG 2019,Pre-Construction,2018,Christmas Tree Cove,19-Jul-2018,1,Inner,coralline algae - crustose,UPC Species,83.87
VRG 2019,Pre-Construction,2018,Christmas Tree Cove,19-Jul-2018,1,Middle,coralline algae - crustose,UPC Species,74.19
VRG 2019,Pre-Construction,2018,Christmas Tree Cove,19-Jul-2018,2,Inner,coralline algae - crustose,UPC Species,58.06
VRG 2019,Pre-Construction,2018,Christmas Tree Cove,19-Jul-2018,2,Middle,coralline algae - crustose,UPC Species,54.84
VRG 2019,Pre-Construction,2019,SBI - Southeast Sealion,25-Oct-2019,1,Inner,coralline algae - crustose,UPC Species,9.68
VRG 2019,Pre-Construction,2019,SBI - Southeast Sealion,25-Oct-2019,1,Middle,coralline algae - crustose,UPC Species,3.23
VRG 2019,Pre-Construction,2019,SBI - Southeast Sealion,25-Oct-2019,1,Outer,coralline algae - crustose,UPC Species,22.58
VRG 2019,Pre-Construction,2019,SBI - Southeast Sealion,25-Oct-2019,2,Inner,coralline algae - crustose,UPC Species,9.68
VRG 2019,Pre-Construction,2019,SBI - Southeast Sealion,25-Oct-2019,2,Middle,coralline algae - crustose,UPC Species,6.45
